,name_and_description,conservative
5902,Resistance 🌊  🌊 🌊 🌊 🌊 🌊 🌊 Where Are The Children Impeach Trump the Traitor and his family of Traitors FBR The Resistance No direct messages No Lists,0.0
5903,Resister Vote Blue No Matter Who 💙 💙 💙 🦋 🦋 🦋 💙 💙 💙 Savage Democrat,0.0
5904,,0.0
5905,,0.0
5906,She is rebel She is saint,0.0
5907,RT my own tweets cause no one else does,0.0
5908,Secondary account for zeitgeistbabe USAF Veterans Resist The Resistance block MAG Ats Mensan,0.0
5909,,0.0
5910,RN BSN CCRN PHN Certified Legal Nurse Consultant CVRC FCN Progressive Democrat Rescue Golden Retrievers Love traveling Humanist No DMs Democratic,0.0
5911,Enjoy your life We have got one life that is it Stop wasting your precious time on bullshit gods Get out there and LIVE,0.0
5912,🆘 🌊 🌊 🌊  🌊 🌊 🌊 Somewhat left of center TRUMP IS UNFIT FOR OFFICE It is time to take back America and save our country Not looking for romance NO DMs Go Seahawks,0.0
5913,Miz 20 •ΑΔΠ• insta baby got backhaus she her,0.0
5914,Abogado Cin é filo morir admirador del cine de Nolan Fanático de The Cure Queen asimismo de la lectura Me encanta viajar ❤ ️ You Karen Salazar,0.0
5915,Musician Liberal Foodie Value community and freedom of choice SOS,0.0
5916,🍂  20 🍬 Lucky to say that have been blessed with my boyfriend Liam for over years and am super excited to see where life takes us ❤ ️ 💥,0.0
5917,,0.0
5918,,0.0
5919,Resist No DM  Wife of Mom of Grandmom of Love family friends Resisters doggies 4Ocean Resist bluewave ClimateChange GunReformNow Dump Trump ❤ ️ Music,0.0
5920,🐟 🐟  MAGA KAG KJB KAG CHRISTIAN TCOT Dum Spiro Spero NATIONALIST WWG1WGA WAWY Drain The Swamp Build The Wall Trump 2020 WINNING FBTS Ban Sharia,1.0
5921,🎳  리틧많음 불편하면 리틧 끄기 하새오 공감안해도리튓함 잡식성 단세포동물 콤플렉스덩어리 경미한 대인기피 뇌구조는 놀 궁리 자유롭게 그러나 고독하게,0.0
5922,Eat the rich Enact 90 Stomach Residency Tax My pitchfork is fucking OUT,0.0
5923,Uni of Brighton,0.0
5924,29 Feminist Whovian Potter head Hufflepuff 💛 Tribute Film 🎥 fanatic Bookworm Blogger Animal Nature lover India is my second home,0.0
5925,Rocker Music fanatic Def Leppard Metallica Slayer Motorhead Hatebreed Dinosaur Jr KMFDM Die Hard Dallas Cowboys and NY Mets fan Stern junkie,0.0
5926,Birthplace EARTH Race HUMAN Politics FREEDOM Religion PEACE 🇨🇦,0.0
5927,Toyota Türkiye Pazarlama ve Satış Ş Private Security Officer,0.0
5928,am always hungry,0.0
5929,Democrat Activist Feminist 🏳 ️ ‍ 🌈 Ally Autism Mom Mental Health Nerd Tweets about politics activism SciFi Fantasy books TV War Eagle 🦅 🚫 MAGA,0.0
5930,SocialJustice SuperMamaBearWarrior PolicyNerd Sarcastic Progressive Academic Lover of life Mom of sons mult disabilities Tweets are mine alone ☮ ️,0.0
5931,,0.0
5932,am elder wiser do not care am not perfect am Pro Human Race and believe in God But HATE Donald Trump 😝 No lists or trolls The Resistance,0.0
5933,Música libros mar gente mi pasión Hablar bailar compartir mi diversion Amar la vida que más,0.0
5934,🍕 🌈 🌲 🐿 ✨,0.0
5935,🍁 🍁 🍁  Butterflies zebras moonbeams and faerie tales,0.0
5936,Mom to Certified Health Coach UCI alum Psych Law Gourmet cook followed by amyklobuchar teampelosi FBR Vote Blue 2020 Warren 2020 No DM is please,0.0
5937,The word happiness would lose its meaning if it were not balanced by sadness IG kraykray4taytay SC jmmtz92,0.0
5938,🦸 ‍ ♀ ️ 💫  Partner DXC Data spatial data AI Autism Women In Leadership women In Tech mum farmer wife2 robertcassphoto,0.0
5939,✊ ✌ ️ 🦇 🦈 🦦 🐦  justicesquard podcast emptynest resistance rising Resistance 🎩 🎸 💔 Baeforcongress empath 😱 Blocked by Jill Stein ☂ ️ opinions are mine 🤸 🏽,0.0
5940,🇺🇸  Dedicated to the proposition that all men AND women are created equal Strat comm pro Teach USCAnnenberg PPPSGV Board Triplets Opinions mine genderpronouns,0.0
5941,osu ☻,0.0
5942,kx kdrama ❤,0.0
5943,PhD candidate at UEA FTM UEA researching anime and animation feminist sci fi nerd genderpronouns panelist for Reel Talk Pod,0.0
5944,Historian Humanist Constitutional 30 preexisting conditions that define me Us is Grecco Roman Followed by Jon Cooper Scott Dworkin Palmer Reports,0.0
5945,paulryaneatspeople  used to have dog named Keisha Hence the handle Liberal Democrat pro Hillary Orthodox Christian Anglophile Art music hockey dogs,0.0
5946,NHS Love  Istandwiththesquad resist trump is CONMAN he should RESIGN Stay safe wherever you are in the world,0.0
5947,Da domani ovvero dell arte del procrastinare,0.0
5948,He For She Wine Lover Avid Golfer Team RL all day 🏇 Fraud Risk at JPMorgan Views Mine Simplicity is the trademark of genius Robin Sharma,0.0
5949,☀ ️  And then we continued blissfully into this small but perfect piece of our forever ➰ Obsessed by books movies tv shows and actors ➰ Fan account,0.0
5950,FBR 🌊 🌊 🌊 🌊 Liberal Democrat retired cardiovascular technologist foster rescue cats Live in,0.0
5951,,1.0
5952,Crystal 🔹 26 🔹 Aussie 🔹 Cosplayer 🔹 Fangirl 🔹 Bootylicious 💁 😄 🎀 🎉 👑 💄,0.0
5953,What the hell is going on Navy Vet Strike Hard Strike Home USS Long Beach CGN9 Living in Yakima WA but Oceanside Ca is Home resistance 🌊 🌊 🌊,0.0
5954,Racist Orange faced Dictator in Our White House demands our Resistance and Defiance Vote Blue No Matter Who Uniteblue Not My President Viva La Resistance,0.0
5955,Writing for my life,0.0
5956,NJ mom who enjoys hiking napping baking booze despair,0.0
5957,,0.0
5958,,0.0
5959,Writer and director of nuclearthefilm Representation knighthallagent Freelance script consultant,0.0
5960,Author Women is Rights Activist Entrepreneur Speaker Host of UNLEASHED The Game Changers 🎬,0.0
5961,18 lmao idk what else to put here,0.0
5962,The president of the United States of America is ᖴᑌᑕkiᑎG ᗰoᖇoᑎ,0.0
5963,🎀  🎀 Blogger de MODA Asesora de imagen Semanasantera ❤ oscarhedeva ❤ Mansi ❤ Lacitos ❤ MODA ❤ Pink ❤ Slytherin ❤,0.0
5964,❤ ️ Resistance 🌊 🇺🇸 Meuller Time Me Too  Happy GA 🍑 Christian Democrat ❤ ️ every1 🇺🇸 GOP lied on Hillary America knows Corrupt Trump will take all of our rights away Gloves Off The Resistance 🌊,0.0
5965,Live your best your life ✨ snapchat formidabletay6,0.0
5966,❤ 💋  Grey is Anatomy 💖 Bones ☠ 💘 Buffy 💖 One Tree Hill 💘 Castle ❤ Friends 💟 Animals 💓 Horror 🖤 TVD 💖 Supergirl 💗 This Is Us 💓 Station 19 🔥 Seal Team 💙 Disney 💖,0.0
5967,Cost Of WAR LEAP Cannabis HEMP Realist Veterans Cannabis Project Op Legalizeit Op Pharma Freedom Choose Op Stop Suicide Op Stop Abuse Op Stop Bullying Resist,0.0
5968,resist SARCASTIC Block Me like care am over the BULLSHIT 45 is Bonkers Resist BlueWave Im With Her Kava NO No Bernie LBGTQ 🌈,0.0
5969,Love Makes The World Go Round so give all the love you have got animals people the environment the world,0.0
5970,Team Minaj Pretty Gang Medition Team XTINA FIGHTER Team Breezy Retail Manager Dutch Hispanic Charmed,0.0
5971,serie TV dipendente movie lover pausiniana devota di Kween Maria De Filippi,0.0
5972,,0.0
5973,Educational Technologist Football Fan Beach Lover The Morning Rush fan,0.0
5974,♥ ️ 🌎 ✝ ️ 🌼  read work care and try to live From GDL to the World Yo leo trabajo me ocupo trato de vivir De GDL para el Mundo,0.0
5975,sleepy procrastinator and sarcastic as hell,0.0
5976,Enjoining what is right Forbidding what is wrong neither east nor west the middle path,0.0
5977,🦋 💓 ✨  If they do not like you for being yourself be yourself even more,0.0
5978,,0.0
5979,Portuguese mathematics teacher,0.0
5980,‘active Liker West Philippine Sea Abhors traitors MULAT 🇵🇭 Curly Hair Do not Care 👩 🏻 ‍ 🦱,0.0
5981,• Sad songs for dirty lovers • Especialista en Salud Mental • Doctor en Ciencias de la Salud • El insulto RESTA NUNCA gana • Sanidad Pública,0.0
5982,ecole des Femmes Clothing Brand Created by Laura Sfez,0.0
5983,The Resistance RESIST Registered Nurse Country girl Love dogs cats,0.0
5984,,0.0
5985,OBE Keynote speaker Founder of The Empathy Business Proud Lady Geek Campaigner for The Truth About Tech World Economic Forum YGL theempathybiz,0.0
5986,Type One diabetic just trying to get through ✌ 💕 Follow me on Instagram diabeanie,0.0
5987,Vertebrate Paleontologist in Utah Warning post not always about fossils All original post are my opinions thoughts not that of my employer she her,0.0
5988,Fine art college 📖 📲 📱 theater actress cinamatic 👫 👯 napoli italy 🙏 artist ❤ Audreyhepburn 👑 ❤ Emiliaclarke 😘 Sevda Erginci 😍 ❤ Iam artists ❤ 💐,0.0
5989,Beginnt Ihr Wahlkampf bereits jetzt wieder Auf unsere Kosten zu unserem Schaden Es gibt echte Probleme Anstatt Instrumenalisierung und Inszinierung,0.0
5990,Been bleedin bitchin since 1985 Old soul waiting my turn know few things but still got lot to learn So am alright with slow burn KM,0.0
5991,Eldest Twin ☺ ️ ✌ 🏻 was deaf 👓 ✨ ☕ ️ 🎧 listen music can hear loud volume 📲 Roman Catholicism you are not alone,0.0
5992,🗽 🕯 ⚖ ️  Truth and Justice Constitution Rule of Law Make Our World Better Place For The Future Vote Blue Vets Against Trump Vietnam Vet Widow Ally 🏳 ️ ‍ 🌈,0.0
5993,am beautiful male,0.0
5994,Be bold Trust in the mystery,0.0
5995,You had me at chocolate,0.0
5996,Mommy of 1000 Kits She Her Hers In love with LeFabtasticDom ❤ ️ 24 Proud Latina Proud Bisexual Proud Slytherin Private account Rosieprivate1,0.0
5997,And stay in the sticks with the hicks and the firearms So much smoke out my windows am hearin my neighbors fire alarm,1.0
5998,Χάος ιτ γκόιν Μαδαφάκαζ,0.0
5999,Internet Wanderer Another Angry Woman NO DM,0.0
6000,ç  militante femminista,0.0
6001,🇨🇦  use Twitter for news and politics Views are my own Follow me on Facebook or Instagram for work and life,0.0
6002,🌊 🏳 ️ ‍ 🌈 🐾  Hold close the people you love miss my Mom If could put time in bottle Army Vet Married Liberal Blue Blood 💙 🐾 🏳 ️ ‍ 🌈 ☮ 🌊 RBG Rules,0.0
6003,Actor Poet Journalist 90 yogi 10 gangster rapper,0.0
6004,Parlo di te da gennaio dicembre ❤,0.0
6005,The ultimate rulers of our democracy are not President senators congressmen government officials but the voters of this country FDR,0.0
6006,Impeachment 🍑 🆘  Activist Humanitarian Environmentalist Conservationist Progressive Peace 🌍 🌻 🌷 🌸 Ban Assault Weapons Black Lives Matter CHILDREN MATTER 🙏 🇺🇸,0.0
6007,When pain does not stop Find it another home make stuff up Writer Filmmaker Woman Equality Activist Human guess Oh but hear voices do not you,0.0
6008,love my life my family and friends and always thinking its clock somewhere 🍷,0.0
6009,🔄  Love history Devoted reader Science is compelling Married my best friend Adore our dogs Loathe GOP since they became cruel and stupid resistance ISWP,0.0
6010,American citizen,1.0
6011,Just me being me,1.0
6012,JohnCena 12Oct 2019 Follow Me 10x Nattie Like 5x BellaTwins Like 2x HulkHogan Retwee Replied TheBarbieBlank Retweet ×Like ×Like Noami 1x Charlotte,0.0
6013,,0.0
6014,,0.0
6015,Cophine is life,0.0
6016,🇩🇪 🔞 😭  Save Hannibal user icon by kerushi fanart on tumblr,0.0
6017,Humanities college professor teaching about the cultures of Iran India China Love to travel appreciate art cultural studies,0.0
6018,Prosthodontist and Implantologist Vegan,0.0
6019,,0.0
6020,,0.0
6021,í en est Éternel,0.0
6022,newborn in 1992 headed towards college could expect an average student debt of 32K which only paid greater earnings 50 of the time No wonder they screamed,0.0
6023,🦇 🦇  Es gibt nichts außerhalb des Textes 🗡 The Resistance 🗡,0.0
6024,🇺🇸  Retired from Wells Fargo Bank after 30 plus Years of employment Enjoy sewing and watching TV Life is good,0.0
6025,🌈,0.0
6026,,1.0
6027,Music is the strongest form of magic Manson,0.0
6028,Proud member of the resistance,0.0
6029,The more know the more do not,0.0
6030,Yellow Springs Ohio,0.0
6031,🆘  Producer media political junkie 🇺🇸 enough resist MAKEAMERICASMARTAGAIN,0.0
6032,❌ 🇺🇸 🇺🇸  God family guns Country Proud parent of Marine Veterans MAGA 🇺🇸 🇺🇸 KAG 🇺🇸 🇺🇸,1.0
6033,,0.0
6034,😷  아무것도 안하고 싶다 이미 아무것도 안하고 있지만 더 격렬하고 적극적으로 아무것도 안하고 싶은 지옥의 페미니스트 우리는 서로의 용기다 Girls Can Do Anything Me Too With You,0.0
6035,Everything learned learned from the movies — Audrey Hepburn Feminist Me Too Times Up Pro Choice Michelle Williams Brie Larson Leonardo DiCaprio,0.0
6036,🥂 🥳 🍾 🇺🇸 ❤ ️ 🌈 🗽 ⚖ ️ ✌ 🌊  Resist The Resistance Blue Wave 2020 🌊 Obama ❤ ️ 🇺🇸 We Impeached The MF 🍑 🗽 ⚖ ️ Never Trump Impeach And Remove GOP Traitors 🖕 🏼 MAG Ats Blocked Go Blue 〽 ️ Go Pats,0.0
6037,The Official Kevin Miranda Twitter account,0.0
6038,lover of life Liberty and the persuit of happiness am my brothers keeper the Revolution the Risistance justicedemocrat fightclub NOTMEUS,0.0
6039,,0.0
6040,Can be bit random and am okay with that Love Supernatural and all things TFW Conlove Arrow The Magicians Flash TWD This is Us etc 💟 Amell 🎯,0.0
6041,FBR,0.0
6042,,0.0
6043,,0.0
6044,🌊 🍊  Advocate for gunsense Resistance,0.0
6045,Founding director of the Slow Loris Ballet,0.0
6046,live in SoCal hope for positive changes have not given up on USA do not love Trump the man but policies save the USA from George Soros,1.0
6047,é  viajero rugbymaniaco de izquierdas defensor LGTBI harto de las mentiras del sistema de la hipocresia humana,0.0
6048,OB GYN resident in LA Feminist 🐱 mom Swiftie for life 💖 Can be found delivering babies sleeping desperately seeking ☕ ️ Such nasty woman All tweets my own,0.0
6049,Abogada docente investigadora,0.0
6050,Constitutionalist conservative grandmother,1.0
6051,Philosophy professor committed to truth justice and beauty Founding member of Politics,0.0
6052,Portuguese vegetarian animal lover LGBT Writer Blogger Trying every day to be better feminist,0.0
6053,🇸🇻 🇺🇸  Starting over is the best way to end things Love to play Warframe Left Pro 🇪🇺 Latinoamericano Music Lover LGBT 🌈,0.0
6054,Vote Presist Check your registration Respecting our liberal democracy and watching power bravo to dignity respect and pursuit of happiness God bless TX,0.0
6055,married with kids grandkids disabled have seizure problem am in open marriage big fan of science art build dioramas love the mythbusters,0.0
6056,🌊 ⚖ 🌊  Crazy cat lady ❤ pitbulls writer reader of books political junkie Will mute animal cruelty pix but advocate stopping it block MAGAs Indict Trump Now,0.0
6057,enjoy tv show movies singers and politics to certain extent,0.0
6058,Engineering Manager Blessed with prophetic and Healing Ministry What Great God that we serve,0.0
6059,Astronauta Cuando era niña mi sueño era tener un hipogrifo Desafortunadamente mis padres nunca me quisieron dar un huevo de águila semen de león,0.0
6060,Esa nena es candela ⚡ ️,0.0
6061,am enjoying slice of vegan pie while watching The Leftovers obsessing over Lucas Hedges resisting that orange turd ruminating on connectivity 🤔,0.0
6062,Common sense conservative No Lists No Parody is No Catfish MAGA Keep America Great KAG Drainthe Swamp,1.0
6063,,1.0
6064,🌵 📚 🇺🇸 🗽  Romance writer at heart,0.0
6065,In this country we do not worship government we worship God Donald Trump MAGA Jesus CCOT,1.0
6066,✨ No Hard Feelings ✨,0.0
6067,She Her Actor Singer Theatre Artist Up Next Herodias in SALOMÉ by Oscar Wilde PrometheanTheatre,0.0
6068,🇺🇸 Pipefitter CAD VDC BIM John 11 35 🇺🇸 Pfft am not going to the fucking White House,0.0
6069,Proud Liberal,0.0
6070,,0.0
6071,,0.0
6072,Retired Geological Survey Coast Guard Veteran San Francisco Giants fan,0.0
6073,© Profile Original Official ® █║▌│█│║▌║││█║▌║▌║ Designer Actress and Model,0.0
6074,Black Dad Therapist Educator Human Black Lives Matter Humanity All One Nation 🇸🇾 🇺🇸 🇬🇭 Pan Africa He For She racistreplays Truth Medicine This Is America,0.0
6075,👩 ‍ 🏫 No War With Iran Remove Trump IMPOTUS  Ed 👩 🏼 ‍ 🎓 LSU grad ⚜ ️ teacher 👩 ‍ 🏫 wife of Army retiree ❤ ️ mother of flutist 🎶 mechanical engineer ⚙ ️ USCG Guardsman ⚓ ️ female aerospace engineer 🚀,0.0
6076,Family law attorney and business owner in Greensboro NC Virginia native and proud Virginia Tech Elon Law alumna,0.0
6077,Yo no é mañana Perú,0.0
6078,Mom entrepreneur foodista shows addict and much more,0.0
6079,Keeping my eyes on the prize RTs faves do not mean have adopted that person is entire philosophy or endorsed every decision they have ever made,0.0
6080,Equality Act 🏳 ️ ‍ 🌈 KEEPACA  Truth Seeker 🧐 Extremely Allergic to BS 🤧 Proud NavyMom 🇺🇸 always looking for solutions Our True Birthright Liberty 🗽 Justice ⚖ For ALL STAYWOKE 🗽,0.0
6081,🦋  lonely cowboy,0.0
6082,believe in aliens Save the USA—Use only paper ballots Enough of electronic vote switching We Are Sheep,0.0
6083,🥀  Mama of 💙 💙 💙 💗 ATC wife 💏 Hockey Mom 💙 🏒 Flyers fan and Stroke survivor 💪 🏻 22 17 Jabz Boxing addict isagenix girl 💚,0.0
6084,Go Green  Grammar nazi Atheist Pro vaxxer ☁ ️ Vaper 🇺🇸 Expat 🌱 Vegan Not My President Nie Mój Prezydent them 🚫 DM,0.0
6085,protesting since the sixties mom of grandkids rescuer of animals Autism Awareness Persist Treasonoustrump Cadetbonespurs Resistance Resist,0.0
6086,Proud mother grandmother immigrant citizen Blue Wave Resist Whites Against Racism Release The Children,0.0
6087,De Medios de Mentes recopila las notas enfoques más interesantes tambi é los más absurdos los reúne en su sitio,0.0
6088,actor comedian advocate son The Birth Of Nation Tangerine Love Shut Up Im Talking Hank,0.0
6089,National TV Radio Personality Host AmericaTrendsTV Owner Aimee Fuller Jewelry Hats Psalms 27 speak inq is,1.0
6090,Ret 21yr Army vet MH counselor am for fair decent gov clean air water PRU Vets Resist Squadron GOTV theresistance Vote Blue NOMATTERWHO,0.0
6091,hi,1.0
6092,,0.0
6093,Be bold refuse resist repair restart,0.0
6094,Very Concerned American and according to the US Press Secretary am also human scum RTs are not endorsements,0.0
6095,🗞 ️  📱 RevolveMediaCo VP AEJBelgium Board pressclubBXLEU ex EUinAus Ex HuaweiEU Ex New Europe KentLawSchool grad Born in Fitzroy ✌ ️ amwriting,0.0
6096,🦋 🌺 🌺 🦋 🤷 ‍ ♀ ️  🇻🇮 Forever an Island Girl Absolute beach snob hues of blue crystal clear or NOTHING keep your lakes 😒 cuss ALOT FVCK IMPOTUS 45 RESIST,0.0
6097,,0.0
6098,Whether you think you can or you think you ca not you are right Unknown,0.0
6099,,0.0
6100,é í  La cruz en el pecho el diablo en los huesos Periodista por siempre jamás con Toledo en las venas Todo aqu í es personal,0.0
6101,Working for the day when thinking people start voting and voting people start thinking PROMOTE THE GENERAL WELFARE,0.0
6102,resistance resist Never Trumper plz no DMs 💙 🌊,0.0
6103,🇺🇸 ♥ ️ ♥ ️ 🇺🇸  LOST MY ACCOUNT OF 46k Thanks 😡 am die hard patriot that loves this country our POTUS realdonaldtrump 🇺🇸 MAGA 🇺🇸 NRA GenFlynn,1.0
6104,Retired from work but still fighting the good fight for Equality,0.0
6105,Singer Songwriter Producer with thicker than average ankles swallowed bug at and here we are,0.0
6106,By the Grace of the Gods King and Lord Sovereign of the United Kingdoms of Kelogia and Gilumia and of His other Realms and Territories am an enigma,0.0
6107,Untouchable outcast unclean Follow or Do not Stoic Fuck Tяumper Call me Axel,0.0
6108,Political consultant lifelong Pragmatic Progressive Democrat replacement account for at KeithMcFarland Resistance Team Raza Stargate Star Trek Expanse,0.0
6109,born mutt in 1984 is Glendale CA my cuban costarican parents moved us to St Pete FL in 94 fiction writer iwp,0.0
6110,,0.0
6111,Retired from teaching after 32 years am an advocate for children our military and all animals am proud grandma to 2granddaughters Hillarywon Popular Vote,0.0
6112,🤎  venmo me money towards subaru crosstrek,0.0
6113,Mainly focused on the major North American stocks Indexes and options Technical Analysis Bullish Percent Index Elliott Wave PointAndFigure Dump this Trump,0.0
6114,,0.0
6115,🇺🇸 🇺🇸,0.0
6116,🇺🇸 ♥ ️ 🇮🇱  Latter day Saint for Trump Christ is my Rock My soul belongs to God made that promise long ago He gives me my strength and it is Him trust God bless,1.0
6117,Helping communities one business and one leader at time smilingismyfavorite powerfulpurpose,0.0
6118,Art enthusiast Lover of literature history and pop culture am only on Twitter to supplement the news Blocking bots trying to follow me is my latest hobby,0.0
6119,hey there 👋 🏾,0.0
6120,🚂 🌟 🌟 🌟  MAGA Love POTUS TRUMP conservative NRA member Love my country the great USA,1.0
6121,Senior in number only no longer live in Washington DC Taxation Without Representation,0.0
6122,Charter member of LiSA Lab MOGRA Overseas Fan Club Momoist SHOW YA LOVEBITES fan Doing the anime game thing since the mid 80 is,0.0
6123,RESISTER from Georgia USA,0.0
6124,🆘  Spend my life fighting children Autism Fostercare Nonprofit volunteer liberal Smartass spoonie resistance Prochoice voteblue Agnostic FBR 🌊 🌊 🏳 ️ ‍ 🌈,0.0
6125,With love knowing no boundaries Peace can be in reach Live your truth Love is the answer to all evil and hatred,0.0
6126,Certified Nurse Midwife Penn PhD Wharton MBA recent South Carolina resident now back in Chicago and happy to be home,0.0
6127,Procrastinator at its best Dilli waali Love reading Animal lover Believes in Drunk Dancing,0.0
6128,🐘  am brilliant If you want to appease me compliment my brain,0.0
6129,Cordoba 92 Doble grado master en abogacia Cinefila nadadora devoradora de libros amante de la musica Nobody said it was easy,0.0
6130,feminist lawyer intently working on equal rights public health violence prevention maintaining sense of humour garden Usual disclaimers,0.0
6131,Actress Best known for role of Mellie on Joss Whedon is DOLLHOUSE One Half of UkeBoxHeroes for all things mindful 💗 🌴 🎉 🎥 ☀ 🌺 🙏 🔥,0.0
6132,Blocked by torshin ru Truth Seeker Team Patriot Still With Her She Won MSEd LPC ReikiMaster Healer 💙 my country Budapest Bridge 👇 PAMFAM,0.0
6133,❤ ️ ❤ ️ ❤ ️ ✨  Tinista ❤ ️ Jorgitsa ❤ ️,0.0
6134,Loyal sensitive and am good listener originally from Peabody Mass proud resister happily married,0.0
6135,,0.0
6136,IG erinbyrd,0.0
6137,🌹 💚  Writer 🌹 write sins not just tragedies 💔 Writer of The Family Way 💚 An old soul about ten years behind where should be 🎭 COYS 💙,0.0
6138,Canadian Retired Nurse lover and collector of Disney stuff unable to play golf but love to watch it Love soaps miss AMC OLTL ATWT GL Luv GH,0.0
6139,Silently judging your spelling and grammar ✊ 🏽 ♐ ️ 5th grade teacher indigenous feminist activist hope dealer,0.0
6140,Celebrity interviews movie tv streaming news giveaways HCAcritics member Perks with membership,0.0
6141,♏  very outspoken 💃 🏽 sdsu,0.0
6142,Strong believer in the common good registered nurse progressive retired military AF flight nurse Im Still With Her Medicare For All True Blue Dem Resist,0.0
6143,✌ ️ 🤟 🏳 ️ ‍ 🌈 🌈  Husband boater 🛥 skier political activists Proud Democrat ✡ ️ 🌱 Farmer imagine The world will be as One Theresistance Remove Trump voteblue mmmg,0.0
6144,alt er love,0.0
6145,❤ ️ 🐾 ⭐ ️ ⭐ ️ ⭐ ️  🚫 LISTS ✝ ️ Conservative Patriot UScitizensFirst BuildTheWall KAG VeteransFirst SaveOurChildren YorkiesRule NASCAR widow 😉 Hobby Cookier 🍪 Trump2020 WWG1WGA,1.0
6146,Äiti Tukiäiti Tekninen päämanageri,0.0
6147,Atheist Father of NGC grad Philosophy History Soccer Fishing Cooking horse racing English Spanish French Will block magats No Lists,0.0
6148,Trump as bad clown The US is becoming police state glad moved to Canada in 2007 🇨🇦 and became Canadian citizen born op de veluwe 🇱🇺 🇱🇺 resist,0.0
6149,why hold hands when you can hold grudges,0.0
6150,why god why it me whyyyyyyyy faniston blink leveluv swiftie,0.0
6151,Retired RR Conductor Democrat and open minded Facts Matter,0.0
6152,™ ️  Do not forget am JUST girl standing in front of an authoritarian President is harmful policies asking him to RESIGN Ha Ha Charade you are Impeach TR☭MP,0.0
6153,Citizen of Earth Eater of donuts Fox Mulder is the perfect man Go the Mighty Blues,0.0
6154,tweeting about tv mostly,0.0
6155,Actors Writers of Emmy TV bringing drama humor abc hbo nbc Netflix YouTube Live Love Nap Be Kind Be The Change mentor support Mental Health 💚,0.0
6156,Instagram heba ah93 Let em snooze while we live the dream ✨ 100 Lebanese 🇱🇧 Life Time 💪 🏻 🙌 🏻 💼 💵 🗃 💻,0.0
6157,Artista revolucionaria que motiva hacer conciencia la 4T am passionate about playing music,0.0
6158,Between Disney Princess and Wonder Woman 𝓜𝓐 • 𝓕𝓢𝓤,0.0
6159,Sarcasm is not an attitude It is an art No DMs will not DM you and will not answer Sister Aunt European Resister 🇩🇰,0.0
6160,😷  ᓚᘏᗢ3 11 🍋,0.0
6161,🤔  About to call it quits and move to some remote village in Latin America,0.0
6162,Interface designer at the Omni Group Photography sea kayaking exploring And programming though do very little of it lately,0.0
6163,Trying to enjoy the journey and all of it is unexpected stops along the way,0.0
6164,,0.0
6165,🎄 ☃ ️  be kind live free UNL 22 ❤ ️ she her,0.0
6166,🌊 🐝 🐝  World Walker Liberal Feminist Resist In 2016 Bernie knew the Russians were attacking our elections He stayed quiet WHY have big problem this Do,0.0
6167,Hello am jameslu middle age gay man in Taiwan like travel and movie and music believe in love Nice to know you in Twitter,0.0
6168,Music Psychology Sociology Musician Artist ECSU ‘2017 Follow my music page JustusPreech920 Artist for MpossibleMusic,0.0
6169,🖤  Adios Bitchachos,0.0
6170,act and write Some awards and book actors writer screenwriter books,0.0
6171,💫  NO DM is Widow Mother Grandmother MAGA KAG WWG1WGA IFBP,1.0
6172,☘ ️ ☘ ️  Human Animal Rights Advocate The Resistance 🇺🇸,0.0
6173,Radio host NUFCToonTalk nufc UK marketing for destinpfaff TheMattAltman TheChrisLeavitt Conscious Events Global,0.0
6174,Not My President  retired disabled teacher coach No DM is only will comment through Public Twitter Feed,0.0
6175,,0.0
6176,,0.0
6177,love animals college football and being kind to everyone,0.0
6178,Baseball Football US NCAA football History Politics General News US News World News Government Politics Science Space News poetry disabled navy veteran,1.0
6179,,0.0
6180,,0.0
6181,believe in the wonder that is ME,0.0
6182,🌱 🌳 🏳 ️ ‍ 🌈  Born 310ppm Climate crisis is real Biodiversity is threatened Act now to keep earth habitable Reject lies and hatred RT≠endorsement Time wasters blocked,0.0
6183,Resist FBR 🌊 🌊 👋,0.0
6184,Unwanted spam will be reported and blocked,0.0
6185,Equality Act  Liberal Democratic Socialist Twelve Year Army Veteran Nation Indivisible Liberty Justice For ALL PLURIBUS UNUM ❤ ️ Elizabeth Warren Bernie Sanders,0.0
6186,,0.0
6187,Weird and Awkward Just feed me 🍩 and we are good 💚,0.0
6188,🎬 Michelle Williams is an Emmy Winner Academy Award and Tony nominee Golden Globe winner actress,0.0
6189,,0.0
6190,Queen of all media Fashion Blogger at media consultant at Can draw Fred Flintstone faster than you,0.0
6191,19 bi feminist human rights activist,0.0
6192,Movie lover Madonna fan Equality believer,0.0
6193,🌈  Reality tv commentator,0.0
6194,Christian music lover foodie Pro Israel 🇮🇱 Helper Counselor humanity Student of Yeshua currently learning Hebrew CCOT MAGA,1.0
6195,💞 💙  We want truth Lover of earth environment cleanwater No More trump 🏳 ️ ‍ 🌈 🇺🇸 🇺🇸 freedom of all ❤ 🌷 love of people animals 🐕 compassion NAM vet wife 🌊 🌊,0.0
6196,Wife Mother Proud American Activist Balancing love life and 45 is daily assaults to Democracy Peace ✨,0.0
6197,Wife mom grandma Democrat 🌊 🌊 🌊 Resist,0.0
6198,Highly resistant ex Silicon Valley info geek Fights against disinformation starts things Author paddler mom 🇺🇸 VOTE 🌊 💪 🏻 💪 🏾,0.0
6199,suckitandseey,0.0
